UPC,Price,Promo,Source Link
707359101050,21.419999999999998,Code: 15PFL,https://www.pureformulas.com/product/5-htp-100-mg-by-protocol-for-life-balance/1000008042?skuId=PT1000
707359122536,38.25,Code: 15PFL,https://www.pureformulas.com/product/astaxanthin-12-mg-by-protocol-for-life-balance/1000057894?skuId=PT1279
707359133464,17.595,Code: 15PFL,https://www.pureformulas.com/product/natural-progesterone-cream-lavender-scent-by-protocol-for-life-balance/1000041756?skuId=PT1212
707359101272,30.599999999999998,Code: 15PFL,https://www.pureformulas.com/product/same-200-mg-by-protocol-for-life-balance/1000008131?skuId=PT1245
707359149366,20.655,Code: 15PFL,https://www.pureformulas.com/product/boswellia-extract-500-mg-by-protocol-for-life-balance/1000038280?skuId=PT1203
707359129368,16.830000000000002,Code: 15PFL,https://www.pureformulas.com/product/chewable-probiotic-for-children-and-adults-by-protocol-for-life-balance/1000018883?skuId=PT1175
707359146839,16.830000000000002,Code: 15PFL,https://www.pureformulas.com/product/ginkgo-biloba-120-mg-by-protocol-for-life-balance/1000008080?skuId=PT1037
707359129580,16.830000000000002,Code: 15PFL,https://www.pureformulas.com/product/biocore-enhanced-enzymes-by-protocol-for-life-balance/1000008052?skuId=PT1010
707359129436,21.419999999999998,Code: 15PFL,https://www.pureformulas.com/product/bromelain-2400-gdu-g-500-mg-by-protocol-for-life-balance/1000008058?skuId=PT1016
707359118119,18.36,Code: 15PFL,https://www.pureformulas.com/product/a-biotic-by-protocol-for-life-balance/1000008044?skuId=PT1002
707359146426,26.01,Code: 15PFL,https://www.pureformulas.com/product/curcumin-phytosome-by-protocol-for-life-balance/1000014485?skuId=PT1150
707359132580,8.415000000000001,Code: 15PFL,https://www.pureformulas.com/product/melatonin-3-mg-by-protocol-for-life-balance/1000008095?skuId=PT1051
707359135000,19.125,Code: 15PFL,https://www.pureformulas.com/product/red-yeast-rice-extract-600-mg-by-protocol-for-life-balance/1000008129?skuId=PT1081
707359104921,33.660000000000004,Code: 15PFL,https://www.pureformulas.com/product/5-methyl-folate-5000-mcg-by-protocol-for-life-balance/1000045580?skuId=PT1231
707359121201,19.89,Code: 15PFL,https://www.pureformulas.com/product/msm-1000-mg-by-protocol-for-life-balance/1000008100?skuId=PT1056
707359121683,20.655,Code: 15PFL,https://www.pureformulas.com/product/virility-for-men-by-protocol-for-life-balance/1000008146?skuId=PT1099
707359122512,30.599999999999998,Code: 15PFL,https://www.pureformulas.com/product/astaxanthin-10-mg-by-protocol-for-life-balance/1000018868?skuId=PT1159
707359128118,24.48,Code: 15PFL,https://www.pureformulas.com/product/d-mannose-500-mg-by-protocol-for-life-balance/1000008074?skuId=PT1033
707359149373,21.419999999999998,Code: 15PFL,https://www.pureformulas.com/product/curcufresh-by-protocol-for-life-balance/1000045081?skuId=PT1228
707359159051,13.005,Code: 15PFL,https://www.pureformulas.com/product/certified-organic-acacia-pure-powder-by-protocol-for-life-balance/1000045656?skuId=PT1235
707359104525,13.77,Code: 15PFL,https://www.pureformulas.com/product/liquid-b-12-5000-mcg-by-protocol-for-life-balance/1000008090?skuId=PT1110
707359146860,8.415000000000001,Code: 15PFL,https://www.pureformulas.com/product/ginkgo-biloba-60-mg-by-protocol-for-life-balance/1000061631?skuId=PT1289
707359130357,91.03500000000001,Code: 15PFL,https://www.pureformulas.com/product/ahcc-powder-by-protocol-for-life-balance/1000060919?skuId=PT1284
707359122772,26.01,Code: 15PFL,https://www.pureformulas.com/product/proto-flex-by-protocol-for-life-balance/1000060922?skuId=PT1287
707359116146,38.25,Code: 15PFL,https://www.pureformulas.com/product/dha-1000-by-protocol-for-life-balance/1000047330?skuId=PT1251
707359129573,16.830000000000002,Code: 15PFL,https://www.pureformulas.com/product/protozymes-by-protocol-for-life-balance/1000018884?skuId=PT1176
707359100763,22.95,Code: 15PFL,https://www.pureformulas.com/product/acetyl-l-carnitine-500-mg-by-protocol-for-life-balance/1000008045?skuId=PT1003
707359130227,33.660000000000004,Code: 15PFL,https://www.pureformulas.com/product/7-keto-leangels-100-mg-by-protocol-for-life-balance/1000014480?skuId=PT1145
707359129061,26.01,Code: 15PFL,https://www.pureformulas.com/product/protodophilus-woman-20-billion-by-protocol-for-life-balance/1000053488?skuId=PT1263
707359122352,19.125,Code: 15PFL,https://www.pureformulas.com/product/organic-mct-oil-by-protocol-for-life-balance/1000046562?skuId=PT1250
707359133037,27.54,Code: 15PFL,https://www.pureformulas.com/product/brain-regain-by-protocol-for-life-balance/1000008056?skuId=PT1014
707359116757,33.660000000000004,Code: 15PFL,https://www.pureformulas.com/product/cardiotri-plex-candida-by-protocol-for-life-balance/1000018870?skuId=PT1161
707359126459,15.299999999999999,Code: 15PFL,https://www.pureformulas.com/product/chlorophyll-100-mg-by-protocol-for-life-balance/1000014483?skuId=PT1148
707359130876,29.07,Code: 15PFL,https://www.pureformulas.com/product/quercetin-phospholipid-by-protocol-for-life-balance/1000060923?skuId=PT1288
707359101425,10.709999999999999,Code: 15PFL,https://www.pureformulas.com/product/taurine-1000-mg-by-protocol-for-life-balance/1000008140?skuId=PT1091
707359129733,18.36,Code: 15PFL,https://www.pureformulas.com/product/serrapeptase-60000-units-of-activity-by-protocol-for-life-balance/1000049727?skuId=PT1252
707359108189,27.54,Code: 15PFL,https://www.pureformulas.com/product/gammma-vitamin-e-complex-by-protocol-for-life-balance/1000018867?skuId=PT1158
707359169555,9.18,Code: 15PFL,https://www.pureformulas.com/product/stevia-liquid-extract-by-protocol-for-life-balance/1000008138?skuId=PT1088
707359131750,21.419999999999998,Code: 15PFL,https://www.pureformulas.com/product/liquid-glucosamine-chondroin-msm-by-protocol-for-life-balance/1000008091?skuId=PT1047
707359104983,18.36,Code: 15PFL,https://www.pureformulas.com/product/flush-free-niacin-500-mg-by-protocol-for-life-balance/1000008079?skuId=PT1036
707359129214,19.89,Code: 15PFL,https://www.pureformulas.com/product/e-n-t-biotic-blis-k12-probiotic-by-protocol-for-life-balance/1000011357?skuId=PT1131
707359131217,22.95,Code: 15PFL,https://www.pureformulas.com/product/d-flame-by-protocol-for-life-balance/1000008073?skuId=PT1032
707359147775,19.125,Code: 15PFL,https://www.pureformulas.com/product/raw-maca-750-mg-by-protocol-for-life-balance/1000045945?skuId=PT1242
707359100725,19.89,Code: 15PFL,https://www.pureformulas.com/product/l-carnitine-500-mg-by-protocol-for-life-balance/1000008088?skuId=PT1045
707359121997,25.244999999999997,Code: 15PFL,https://www.pureformulas.com/product/pure-mct-oil-by-protocol-for-life-balance/1000002700?skuId=PT1254
707359117709,13.005,Code: 15PFL,https://www.pureformulas.com/product/flax-seed-oil-1000-mg-by-protocol-for-life-balance/1000008078?skuId=PT1035
707359130555,15.299999999999999,Code: 15PFL,https://www.pureformulas.com/product/mycel-immune-plus-by-protocol-for-life-balance/1000008086?skuId=PT1044
707359130852,33.660000000000004,Code: 15PFL,https://www.pureformulas.com/product/ortho-alpha-gpc-300-mg-by-protocol-for-life-balance/1000061632?skuId=PT1290
707359121478,30.599999999999998,Code: 15PFL,https://www.pureformulas.com/product/d-ribose-powder-by-protocol-for-life-balance/1000008075?skuId=PT1107
707359117204,15.299999999999999,Code: 15PFL,https://www.pureformulas.com/product/borage-gla-1000-mg-by-protocol-for-life-balance/1000008055?skuId=PT1013
707359130920,15.299999999999999,Code: 15PFL,https://www.pureformulas.com/product/mucuna-pruriens-400-mg-by-protocol-for-life-balance/1000044288?skuId=PT1222
707359133181,18.36,Code: 15PFL,https://www.pureformulas.com/product/glucose-balance-by-protocol-for-life-balance/1000008084?skuId=PT1042
707359129283,39.78,Code: 15PFL,https://www.pureformulas.com/product/protodophilus-50-billion-10-strains-by-protocol-for-life-balance/1000011363?skuId=PT1137
707359101678,30.599999999999998,Code: 15PFL,https://www.pureformulas.com/product/l-tryptophan-500-mg-by-protocol-for-life-balance/1000002697?skuId=PT1114
707359101692,29.07,Code: 15PFL,https://www.pureformulas.com/product/l-tryptophan-1000-mg-by-protocol-for-life-balance/1000008142?skuId=PT1126
707359133839,30.599999999999998,Code: 15PFL,https://www.pureformulas.com/product/clinical-cardio-6-by-protocol-for-life-balance/1000053406?skuId=PT1259
707359100893,19.89,Code: 15PFL,https://www.pureformulas.com/product/gaba-750-mg-by-protocol-for-life-balance/1000041786?skuId=PT1213
707359129313,36.72,Code: 15PFL,https://www.pureformulas.com/product/protodophilus-100-billion-10-strains-by-protocol-for-life-balance/1000042865?skuId=PT1221
707359100350,22.95,Code: 15PFL,https://www.pureformulas.com/product/l-arginine-1000-mg-by-protocol-for-life-balance/1000045892?skuId=PT1237
707359129030,22.95,Code: 15PFL,https://www.pureformulas.com/product/intestinal-biotic-support-by-protocol-for-life-balance/1000060917?skuId=PT1282
707359112872,25.244999999999997,Code: 15PFL,https://www.pureformulas.com/product/magnesium-glycinate-high-absorption-by-protocol-for-life-balance/1000060921?skuId=PT1286
707359123922,49.725,Code: 15PFL,https://www.pureformulas.com/product/extra-strength-phosphatidyl-serine-300-mg-by-protocol-for-life-balance/1000045058?skuId=PT1227
707359121720,55.845,Code: 15PFL,https://www.pureformulas.com/product/whey-protein-isolate-100-pure-natural-unflavored-by-protocol-for-life-balance/1000018888?skuId=PT1180
707359121973,25.244999999999997,Code: 15PFL,https://www.pureformulas.com/product/pure-mct-oil-by-protocol-for-life-balance/1000002700?skuId=PT1182
707359128101,24.48,Code: 15PFL,https://www.pureformulas.com/product/d-mannose-powder-by-protocol-for-life-balance/1000011356?skuId=PT1130
707359103672,6.885,Code: 15PFL,https://www.pureformulas.com/product/vitamin-d3-2000-iu-high-potency-by-protocol-for-life-balance/1000008103?skuId=PT1102
707359130739,38.25,Code: 15PFL,https://www.pureformulas.com/product/extra-strength-pqq-by-protocol-for-life-balance/1000046470?skuId=PT1249
707359103849,20.655,Code: 15PFL,https://www.pureformulas.com/product/k2-mk-7-d3-180-mcg-k2-5000-iu-d3-by-protocol-for-life-balance/1000045581?skuId=PT1232
707359118355,13.77,Code: 15PFL,https://www.pureformulas.com/product/omega-3-6-9-1000-mg-by-protocol-for-life-balance/1000057893?skuId=PT1278
707359103726,9.945,Code: 15PFL,https://www.pureformulas.com/product/vitamin-d3-5000-iu-high-potency-by-protocol-for-life-balance/1000002699?skuId=PT1116
707359103788,15.299999999999999,Code: 15PFL,https://www.pureformulas.com/product/vitamin-d3-50000-iu-clinical-potency-by-protocol-for-life-balance/1000050771?skuId=PT1255
707359112988,25.244999999999997,Code: 15PFL,https://www.pureformulas.com/product/magnesium-citrate-by-protocol-for-life-balance/1000014488?skuId=PT1153
707359123908,42.074999999999996,Code: 15PFL,https://www.pureformulas.com/product/magtein-formerly-protosorb-magnesium-by-protocol-for-life-balance/1000038283?skuId=PT1206
707359112902,25.244999999999997,Code: 15PFL,https://www.pureformulas.com/product/magnesium-citrate-by-protocol-for-life-balance/1000014488?skuId=PT1171
707359114852,8.415000000000001,Code: 15PFL,https://www.pureformulas.com/product/selenium-200-mcg-by-protocol-for-life-balance/1000008133?skuId=PT1084
707359103450,9.945,Code: 15PFL,https://www.pureformulas.com/product/vitamin-d3-5000-iu-high-potency-by-protocol-for-life-balance/1000002699?skuId=PT1270
707359111202,16.830000000000002,Code: 15PFL,https://www.pureformulas.com/product/c-1000-zinc-15-by-protocol-for-life-balance/1000050375?skuId=PT1253
707359103719,10.709999999999999,Code: 15PFL,https://www.pureformulas.com/product/liquid-vitamin-d3-2000-iu-per-2-drops-by-protocol-for-life-balance/1000032895?skuId=PT1186
707359101470,19.89,Code: 15PFL,https://www.pureformulas.com/product/l-theanine-200-mg-by-protocol-for-life-balance/1000035995?skuId=PT1201
707359106901,15.299999999999999,Code: 15PFL,https://www.pureformulas.com/product/c-1000-caps-by-protocol-for-life-balance/1000008060?skuId=PT1101
707359104976,26.775,Code: 15PFL,https://www.pureformulas.com/product/methyl-b12-10000-mcg-by-protocol-for-life-balance/1000014489?skuId=PT1154
707359135574,13.77,Code: 15PFL,https://www.pureformulas.com/product/melatonin-10-mg-extra-strength-by-protocol-for-life-balance/1000039162?skuId=PT1208
707359103764,13.005,Code: 15PFL,https://www.pureformulas.com/product/vitamin-d3-10000-iu-high-potency-by-protocol-for-life-balance/1000034978?skuId=PT1196
707359103658,6.12,Code: 15PFL,https://www.pureformulas.com/product/vitamin-d3-1000-iu-by-protocol-for-life-balance/1000008071?skuId=PT1106
707359101852,26.775,Code: 15PFL,https://www.pureformulas.com/product/nac-n-acetyl-cysteine-1000-mg-by-protocol-for-life-balance/1000038282?skuId=PT1205
707359103771,15.299999999999999,Code: 15PFL,https://www.pureformulas.com/product/vitamin-d3-50000-iu-clinical-potency-by-protocol-for-life-balance/1000050771?skuId=PT1272
707359133440,24.48,Code: 15PFL,https://www.pureformulas.com/product/adrenal-cortisol-support-by-protocol-for-life-balance/1000008046?skuId=PT1004
707359146006,30.599999999999998,Code: 15PFL,https://www.pureformulas.com/product/glucose-management-with-berberine-hcl-by-protocol-for-life-balance/1000044560?skuId=PT1224
707359116252,26.01,Code: 15PFL,https://www.pureformulas.com/product/neptune-krill-oil-500-mg-by-protocol-for-life-balance/1000008087?skuId=PT1109
707359133389,17.595,Code: 15PFL,https://www.pureformulas.com/product/progesterone-from-wild-yam-unscented-by-protocol-for-life-balance/1000008123?skuId=PT1077
707359199323,16.830000000000002,Code: 15PFL,https://www.pureformulas.com/product/coq10-200-mg-by-protocol-for-life-balance/1000057896?skuId=PT1281
707359124486,19.89,Code: 15PFL,https://www.pureformulas.com/product/liver-detox-by-protocol-for-life-balance/1000008093?skuId=PT1048
707359133686,16.830000000000002,Code: 15PFL,https://www.pureformulas.com/product/ortho-thyroid-by-protocol-for-life-balance/1000008116?skuId=PT1069
707359131408,22.95,Code: 15PFL,https://www.pureformulas.com/product/nattokinase-100-mg-2000-fu-by-protocol-for-life-balance/1000008102?skuId=PT1058
707359103795,22.95,Code: 15PFL,https://www.pureformulas.com/product/liquid-d3-mk-7-by-protocol-for-life-balance/1000046059?skuId=PT1246
707359131682,22.95,Code: 15PFL,https://www.pureformulas.com/product/pqq-complex-by-protocol-for-life-balance/1000039313?skuId=PT1209
707359103702,7.6499999999999995,Code: 15PFL,https://www.pureformulas.com/product/liquid-vitamin-d3-400-iu-per-4-drops-by-protocol-for-life-balance/1000008092?skuId=PT1113
707359112285,25.244999999999997,Code: 15PFL,https://www.pureformulas.com/product/bone-support-formula-by-protocol-for-life-balance/1000008054?skuId=PT1012
707359103405,7.6499999999999995,Code: 15PFL,https://www.pureformulas.com/product/vitamin-a-25000-iu-by-protocol-for-life-balance/1000018866?skuId=PT1157
707359105294,45.9,Code: 15PFL,https://www.pureformulas.com/product/myo-inositol-powder-by-protocol-for-life-balance/1000031618?skuId=PT1183
707359130975,33.660000000000004,Code: 15PFL,https://www.pureformulas.com/product/calcium-d-glucarate-500-mg-by-protocol-for-life-balance/1000045895?skuId=PT1240
707359116610,40.545,Code: 15PFL,https://www.pureformulas.com/product/ultra-omega-3-molecularly-distilled-500-epa-250-dha-by-protocol-for-life-balance/1000002698?skuId=PT1095
707359132085,37.485,Code: 15PFL,https://www.pureformulas.com/product/coq10-100-mg-by-protocol-for-life-balance/1000008065?skuId=PT1022
707359131989,53.55,Code: 15PFL,https://www.pureformulas.com/product/coq10-400-mg-by-protocol-for-life-balance/1000008067?skuId=PT1024
707359114449,11.475,Code: 15PFL,https://www.pureformulas.com/product/iron-36-mg-by-protocol-for-life-balance/1000034979?skuId=PT1197
707359104990,26.775,Code: 15PFL,https://www.pureformulas.com/product/methyl-action-by-protocol-for-life-balance/1000057890?skuId=PT1274
707359123953,30.599999999999998,Code: 15PFL,https://www.pureformulas.com/product/cogumin-slcp-longvida-optimized-curcumin-400-mg-by-protocol-for-life-balance/1000038281?skuId=PT1204
707359109933,24.48,Code: 15PFL,https://www.pureformulas.com/product/mk-7-vitamin-k2-160-mcg-by-protocol-for-life-balance/1000032899?skuId=PT1190
707359131347,26.775,Code: 15PFL,https://www.pureformulas.com/product/joint-uc-by-protocol-for-life-balance/1000011359?skuId=PT1133
707359109940,27.54,Code: 15PFL,https://www.pureformulas.com/product/mk-7-vitamin-k2-300-mcg-by-protocol-for-life-balance/1000053486?skuId=PT1261
707359130494,22.95,Code: 15PFL,https://www.pureformulas.com/product/dim-200-plus-cdg-100-by-protocol-for-life-balance/1000046469?skuId=PT1248
707359147270,13.77,Code: 15PFL,https://www.pureformulas.com/product/peppermint-oil-g-i-by-protocol-for-life-balance/1000008120?skuId=PT1074
707359114166,29.07,Code: 15PFL,https://www.pureformulas.com/product/berberine-hcl-500-mg-by-protocol-for-life-balance/1000061729?skuId=PT1294
707359129634,29.835,Code: 15PFL,https://www.pureformulas.com/product/enzymes-hcl-by-protocol-for-life-balance/1000011358?skuId=PT1132
707359131446,68.85,Code: 15PFL,https://www.pureformulas.com/product/ubiquinol-200-mg-by-protocol-for-life-balance/1000035996?skuId=PT1202
707359104969,19.89,Code: 15PFL,https://www.pureformulas.com/product/methyl-b12-5000-mcg-by-protocol-for-life-balance/1000008098?skuId=PT1054
707359131422,38.25,Code: 15PFL,https://www.pureformulas.com/product/ubiquinol-100-mg-by-protocol-for-life-balance/1000011367?skuId=PT1141
707359133211,29.835,Code: 15PFL,https://www.pureformulas.com/product/red-yeast-rice-plus-600-mg-by-protocol-for-life-balance/1000011366?skuId=PT1140
707359100855,16.830000000000002,Code: 15PFL,https://www.pureformulas.com/product/nac-n-acetyl-cysteine-600-mg-by-protocol-for-life-balance/1000008101?skuId=PT1057
707359147393,19.125,Code: 15PFL,https://www.pureformulas.com/product/milk-thistle-extract-300-mg-by-protocol-for-life-balance/1000008099?skuId=PT1055
707359101081,22.95,Code: 15PFL,https://www.pureformulas.com/product/5-htp-5-hydroxytryptophan-200-mg-by-protocol-for-life-balance/1000008043?skuId=PT1001
707359146037,13.005,Code: 15PFL,https://www.pureformulas.com/product/ashwagandha-extract-450-mg-by-protocol-for-life-balance/1000045963?skuId=PT1244
707359107168,18.36,Code: 15PFL,https://www.pureformulas.com/product/protosorb-c-500-by-protocol-for-life-balance/1000008128?skuId=PT1123
707359104952,9.945,Code: 15PFL,https://www.pureformulas.com/product/methyl-b12-1000-mcg-by-protocol-for-life-balance/1000008097?skuId=PT1053
707359129337,16.830000000000002,Code: 15PFL,https://www.pureformulas.com/product/saccharomyces-boulardii-by-protocol-for-life-balance/1000018886?skuId=PT1178
707359116276,45.9,Code: 15PFL,https://www.pureformulas.com/product/neptune-krill-oil-1000-mg-by-protocol-for-life-balance/1000042026?skuId=PT1216
707359131552,22.95,Code: 15PFL,https://www.pureformulas.com/product/hyaluronic-acid-100-mg-with-co-factors-by-protocol-for-life-balance/1000018878?skuId=PT1169
707359104877,22.95,Code: 15PFL,https://www.pureformulas.com/product/pantethine-300-mg-by-protocol-for-life-balance/1000008119?skuId=PT1073
707359132825,22.95,Code: 15PFL,https://www.pureformulas.com/product/aller-all-immune-system-support-by-protocol-for-life-balance/1000008048?skuId=PT1006
707359115545,13.77,Code: 15PFL,https://www.pureformulas.com/product/zinc-glycinate-30-mg-albion-traacs-zinc-by-protocol-for-life-balance/1000008147?skuId=PT1128
707359129481,15.299999999999999,Code: 15PFL,https://www.pureformulas.com/product/prebiotic-powder-xos-by-protocol-for-life-balance/1000045796?skuId=PT1236
707359138162,29.835,Code: 15PFL,https://www.pureformulas.com/product/ortho-multi-with-flax-seed-oil-by-protocol-for-life-balance/1000008114?skuId=PT1067
707359146334,22.95,Code: 15PFL,https://www.pureformulas.com/product/ksm-66-aswagandha-root-extract-600-mg-by-protocol-for-life-balance/1000060920?skuId=PT1285
707359103757,6.885,Code: 15PFL,https://www.pureformulas.com/product/vitamin-d3-10000-iu-high-potency-by-protocol-for-life-balance/1000057889?skuId=PT1271
707359133488,33.660000000000004,Code: 15PFL,https://www.pureformulas.com/product/clinical-strength-prostate-b-by-protocol-for-life-balance/1000011362?skuId=PT1136
707359132436,35.19,Code: 15PFL,https://www.pureformulas.com/product/glucosamine-chondroitin-by-protocol-for-life-balance/1000008082?skuId=PT1039
707359131828,76.5,Code: 15PFL,https://www.pureformulas.com/product/coq10-600-mg-maximum-strength-by-protocol-for-life-balance/1000008068?skuId=PT1025
707359129122,15.299999999999999,Code: 15PFL,https://www.pureformulas.com/product/ortho-dophilus-by-protocol-for-life-balance/1000008108?skuId=PT1061
707359104068,21.419999999999998,Code: 15PFL,https://www.pureformulas.com/product/b-complex-neuro-factors-with-alpha-lipoic-acid-and-coq10-by-protocol-for-life-balance/1000045054?skuId=PT1225
707359100947,18.36,Code: 15PFL,https://www.pureformulas.com/product/l-glutamine-1000-mg-extra-strength-by-protocol-for-life-balance/1000008089?skuId=PT1046
707359147324,15.299999999999999,Code: 15PFL,https://www.pureformulas.com/product/oregano-oil-by-protocol-for-life-balance/1000045944?skuId=PT1241
707359133457,24.48,Code: 15PFL,https://www.pureformulas.com/product/gi-guard-am-by-protocol-for-life-balance/1000008121?skuId=PT1075
707359131705,35.19,Code: 15PFL,https://www.pureformulas.com/product/glucosamine-chondroitin-with-msm-by-protocol-for-life-balance/1000008081?skuId=PT1041
707359116498,9.945,Code: 15PFL,https://www.pureformulas.com/product/omega-3-1000-mg-by-protocol-for-life-balance/1000057892?skuId=PT1276
707359116634,25.244999999999997,Code: 15PFL,https://www.pureformulas.com/product/ultra-omega-3-d-1000-iu-600-epa-300-dha-by-protocol-for-life-balance/1000042864?skuId=PT1220
707359131729,35.19,Code: 15PFL,https://www.pureformulas.com/product/glucosamine-chondroitin-with-msm-by-protocol-for-life-balance/1000008081?skuId=PT1040
707359104532,19.125,Code: 15PFL,https://www.pureformulas.com/product/nutri-dose-b-12-10000-mcg-mixed-berry-flavor-by-protocol-for-life-balance/1000011355?skuId=PT1129
707359138094,26.01,Code: 15PFL,https://www.pureformulas.com/product/pre-natal-multivitamin-with-dha-by-protocol-for-life-balance/1000032901?skuId=PT1192
707359102217,30.599999999999998,Code: 15PFL,https://www.pureformulas.com/product/l-glutamine-pure-powder-by-protocol-for-life-balance/1000045894?skuId=PT1239
707359104716,13.77,Code: 15PFL,https://www.pureformulas.com/product/biotin-5000-mcg-by-protocol-for-life-balance/1000008053?skuId=PT1011
707359116504,9.945,Code: 15PFL,https://www.pureformulas.com/product/omega-3-1000-mg-by-protocol-for-life-balance/1000057892?skuId=PT1277
707359137882,33.660000000000004,Code: 15PFL,https://www.pureformulas.com/product/ortho-multi-greens-iron-free-by-protocol-for-life-balance/1000018881?skuId=PT1173
707359116627,40.545,Code: 15PFL,https://www.pureformulas.com/product/ultra-omega-3-molecularly-distilled-500-epa-250-dha-by-protocol-for-life-balance/1000002698?skuId=PT1172
707359138803,29.07,Code: 15PFL,https://www.pureformulas.com/product/ortho-multi-softgels-for-men-iron-free-by-protocol-for-life-balance/1000045582?skuId=PT1233
707359131224,25.244999999999997,Code: 15PFL,https://www.pureformulas.com/product/ache-action-by-protocol-for-life-balance/1000054309?skuId=PT1265
707359101579,16.830000000000002,Code: 15PFL,https://www.pureformulas.com/product/ortho-focus-by-protocol-for-life-balance/1000061633?skuId=PT1291
707359101661,30.599999999999998,Code: 15PFL,https://www.pureformulas.com/product/l-tryptophan-500-mg-by-protocol-for-life-balance/1000002697?skuId=PT1049
707359130425,22.95,Code: 15PFL,https://www.pureformulas.com/product/alpha-lipoic-acid-250-mg-by-protocol-for-life-balance/1000008050?skuId=PT1008
707359123960,29.07,Code: 15PFL,https://www.pureformulas.com/product/sceletium-extract-as-zembrin-by-protocol-for-life-balance/1000061635?skuId=PT1293
707359130463,21.419999999999998,Code: 15PFL,https://www.pureformulas.com/product/alpha-lipoic-acid-600-mg-by-protocol-for-life-balance/1000008051?skuId=PT1009
707359104914,16.830000000000002,Code: 15PFL,https://www.pureformulas.com/product/5-methyl-folate-1000-mcg-by-protocol-for-life-balance/1000044444?skuId=PT1223
707359147041,13.005,Code: 15PFL,https://www.pureformulas.com/product/egcg-green-tea-extract-by-protocol-for-life-balance/1000008077?skuId=PT1034
