UPC,Price,Promo,Link
'092644853265,16.97,25KLEINUSA,https://www.acmetools.com/klein-tools-3-16inch-sl-2-ph-screwdriver-set-2pc-85742/092644853265.html
'092644329234,9.97,25KLEINUSA,https://www.acmetools.com/klein-tools-4inch-insulated-screwdriver-1-square-6884ins/092644329234.html
'092644851902,7.99,25KLEINUSA,https://www.acmetools.com/klein-tools-t15-torx-screwdriver-round-shank-19542/092644851902.html
'092644328220,13.99,25KLEINUSA,https://www.acmetools.com/klein-tools-insulated-screwdriver-2-sq-4inch-6944ins/092644328220.html
'092644740695,29.97,25KLEINUSA,https://www.acmetools.com/klein-tools-insulated-wire-stripper-cutter-11055rins/092644740695.html
'092644326196,17.99,25KLEINUSA,https://www.acmetools.com/klein-tools-adj-length-screwdriver-handle-32619/092644326196.html
'092644335242,193.58,25KLEINUSA,https://www.acmetools.com/klein-tools-9-piece-insulated-nut-driver-kit-33524/092644335242.html
'092644650390,59.99,25KLEINUSA,https://www.acmetools.com/klein-tools-7-piece-nut-driver-set-6in-shafts-647/092644650390.html
'092644721137,39.99,25KLEINUSA,https://www.acmetools.com/klein-tools-cable-cutter-j63050/092644721137.html
'092644651458,24.99,25KLEINUSA,https://www.acmetools.com/klein-tools-nut-driver-6in-shanks-magnetic-2-pc-646m/092644651458.html
'092644323782,18.99,25KLEINUSA,https://www.acmetools.com/klein-tools-4inch-combo-tip-driver-set-32378/092644323782.html
'092644990205,8.99,25KLEINUSA,https://www.acmetools.com/klein-tools-replacement-handles-for-7in-pliers-70/092644990205.html
'092644740008,10.99,25KLEINUSA,https://www.acmetools.com/klein-tools-wire-stripper-and-cutter-compact-1003/092644740008.html
'092644504020,36.88,25KLEINUSA,https://www.acmetools.com/klein-tools-14in-356-mm-cable-bender-50402/092644504020.html
'092644720512,40.99,25KLEINUSA,https://www.acmetools.com/klein-tools-9in-diagonal-cutting-pliers-j200059/092644720512.html
'092644472046,142.21,25KLEINUSA,https://www.acmetools.com/klein-tools-havens-grip-with-swing-latch-160420l/092644472046.html
'092644742019,39.99,25KLEINUSA,https://www.acmetools.com/klein-tools-insulated-crimping-pliers-1005rins/092644742019.html
'092644665059,49.99,25KLEINUSA,https://www.acmetools.com/klein-tools-3-4in-round-bar-30in-length-3245/092644665059.html
'092644328114,39.97,25KLEINUSA,https://www.acmetools.com/klein-tools-slim-tip-insul-screwdrivers-4-pc-33734ins/092644328114.html
'S0000000081843,200.94,25KLEINUSA,https://www.acmetools.com/klein-tools-wide-range-service-grip-16455/S0000000081843.html
'092644680144,36.99,25KLEINUSA,https://www.acmetools.com/klein-tools-erection-wrench-3-4in-us-reg-nut-3219/092644680144.html
'092644850479,12.97,25KLEINUSA,https://www.acmetools.com/klein-tools-wire-bending-cab-tip-screwdriver-6inch-6056b/092644850479.html
'092644322327,14.99,25KLEINUSA,https://www.acmetools.com/klein-tools-4inch-demolition-driver-phillips-2-6034dd/092644322327.html
'092644682025,20.99,25KLEINUSA,https://www.acmetools.com/klein-tools-ratcheting-box-wrench-1-2in-x-9-16in-68202/092644682025.html
'092644760624,14.77,25KLEINUSA,https://www.acmetools.com/klein-tools-electrician-serrated-scissor-g100cs/092644760624.html
'092644651403,11.99,25KLEINUSA,https://www.acmetools.com/klein-tools-5-16in-magnetic-nut-driver-646516m/092644651403.html
'092644200144,167.36,25KLEINUSA,https://www.acmetools.com/klein-tools-aerial-apron-with-hot-stick-pocket-51829mhs/092644200144.html
'092644661426,7.99,25KLEINUSA,https://www.acmetools.com/klein-tools-cold-chisel-1-2in-blade-6in-length-66142/092644661426.html
'092644329180,11.97,25KLEINUSA,https://www.acmetools.com/klein-tools-6inch-insulated-screwdriver-2-phillips-6836ins/092644329180.html
'092644720581,33.99,25KLEINUSA,https://www.acmetools.com/klein-tools-pliers-diag-cut-stripping-8in-d2438/092644720581.html
'092644620027,145.34,25KLEINUSA,https://www.acmetools.com/klein-tools-aerial-apron-with-magnet-51829m/092644620027.html
'092644760792,22.59,25KLEINUSA,https://www.acmetools.com/klein-tools-hd-carpet-shear-8-5-8in-g718lrcb/092644760792.html
'092644652264,18.79,25KLEINUSA,https://www.acmetools.com/klein-tools-insulated-1-4in-to-6in-nut-driver-646-1-4-ins/092644652264.html
'092644691041,10.99,25KLEINUSA,https://www.acmetools.com/klein-tools-recip-saw-blades-6in-14-tpi-5-pk-31727/092644691041.html
'092644721021,39.97,25KLEINUSA,https://www.acmetools.com/klein-tools-pliers-heavy-duty-side-cutting-j20009ne/092644721021.html
'092644700064,54.99,25KLEINUSA,https://www.acmetools.com/klein-tools-journeyman-side-cutting-pliers-j20017ne/092644700064.html
'092644700859,79.99,25KLEINUSA,https://www.acmetools.com/klein-tools-9in-side-cutting-pliers-heavy-duty-d20009neins/092644700859.html
'092644700828,39.98,25KLEINUSA,https://www.acmetools.com/klein-tools-9-3-8-in-heavy-duty-high-leverage-side-cutting-pliers-d20009ne/092644700828.html
'092644853296,20.14,25KLEINUSA,https://www.acmetools.com/klein-tools-screwdriver-insulated-3-16inch-cab-7inch-6017ins/092644853296.html
'092644740503,19.97,25KLEINUSA,https://www.acmetools.com/klein-tools-dual-wire-stripper-cutter-11048/092644740503.html
'092644990410,12.28,25KLEINUSA,https://www.acmetools.com/klein-tools-ironworker-plier-grips-2pk-m200st/092644990410.html
'092644721045,49.68,25KLEINUSA,https://www.acmetools.com/klein-tools-9-in-side-cutting-crimping-pliers-j20009necr/092644721045.html
'092644441066,49.99,25KLEINUSA,https://www.acmetools.com/klein-tools-hawkbill-lockback-knife-with-clip-44005c/092644441066.html
'092644721038,49.99,25KLEINUSA,https://www.acmetools.com/klein-tools-pliers-side-cut-connector-crimp-j2139necr/092644721038.html
'092644857027,18.99,25KLEINUSA,https://www.acmetools.com/klein-tools-conduit-reamer-19352/092644857027.html
'092644721090,39.97,25KLEINUSA,https://www.acmetools.com/klein-tools-8-journeyman-high-leverage-angled-head-diagonal-cutting-pliers-j2488/092644721090.html
'092644703126,39.99,25KLEINUSA,https://www.acmetools.com/klein-tools-high-leverage-ironworkers-pliers-d2139st/092644703126.html
'092644195556,39.99,25KLEINUSA,https://www.acmetools.com/klein-tools-torx-screwdriver-set-5-pc-19555/092644195556.html
'092644740473,15.99,25KLEINUSA,https://www.acmetools.com/klein-tools-wire-stripper-cutter-22-30-awg-sld-11047/092644740473.html
'092644553608,114.1,25KLEINUSA,https://www.acmetools.com/klein-tools-extra-large-nylon-equipment-bag-5180/092644553608.html
'092644990229,9.99,25KLEINUSA,https://www.acmetools.com/klein-tools-handles-for-8in-to-9in-pliers-89/092644990229.html
'092644652141,74.99,25KLEINUSA,https://www.acmetools.com/klein-tools-magnetic-nut-driver-3in-shank-7-pc-631m/092644652141.html
'092644761256,14.39,25KLEINUSA,https://www.acmetools.com/klein-tools-electrician-scissors-serrated-100cs/092644761256.html
'092644560569,209.99,25KLEINUSA,https://www.acmetools.com/klein-tools-multi-groove-fish-tape-200-ft-56056/092644560569.html
'092644851186,19.99,25KLEINUSA,https://www.acmetools.com/klein-tools-screwdriver-insulated-1-square-7inch-l-6617ins/092644851186.html
'092644720420,47.12,25KLEINUSA,https://www.acmetools.com/klein-tools-8-1-4-in-insulated-diagonal-cutting-pliers-d2288ins/092644720420.html
'092644700880,44.99,25KLEINUSA,https://www.acmetools.com/klein-tools-side-cutting-pliers-heavy-duty-9in-hd20009ne/092644700880.html
'092644555312,24.99,25KLEINUSA,https://www.acmetools.com/klein-tools-connecting-bar-holder-w-lock-collar-5459slvr/092644555312.html
'092644680090,45.56,25KLEINUSA,https://www.acmetools.com/klein-tools-spud-wrench1-7-16in-heavy-nut-3213/092644680090.html
'092644651700,7.99,25KLEINUSA,https://www.acmetools.com/klein-tools-10-mm-cushion-grip-nut-driver-63010mm/092644651700.html
'092644564185,64.99,25KLEINUSA,https://www.acmetools.com/klein-tools-18-55-m-hi-flex-glow-rod-set-56418/092644564185.html
'092644680175,43.99,25KLEINUSA,https://www.acmetools.com/klein-tools-erection-wrench-1-1-8in-us-reg-nut-3222/092644680175.html
'092644651434,17.99,25KLEINUSA,https://www.acmetools.com/klein-tools-magnetic-stubby-nut-driver-set-2-pc-610m/092644651434.html
'092644760860,12.91,25KLEINUSA,https://www.acmetools.com/klein-tools-threadclip-blunt-tips-4-1-2in-ghtc5b/092644760860.html
'092644851940,7.99,25KLEINUSA,https://www.acmetools.com/klein-tools-t25-torx-screwdriver-round-shank-19544/092644851940.html
'092644680069,36.99,25KLEINUSA,https://www.acmetools.com/klein-tools-spud-wrench-7-8in-opening-heavy-nut-3210/092644680069.html
'092644480010,29.99,25KLEINUSA,https://www.acmetools.com/klein-tools-1-1-4in-broad-bull-pin-tether-hole-3255tt/092644480010.html
'092644327575,18.99,25KLEINUSA,https://www.acmetools.com/klein-tools-1-2in-power-nut-driver-5in-length-pnd125/092644327575.html
'092644329173,11.97,25KLEINUSA,https://www.acmetools.com/klein-tools-6inch-insulated-driver-3-16inch-cab-6816ins/092644329173.html
'092644700903,44.99,25KLEINUSA,https://www.acmetools.com/klein-tools-linemans-pliers-fish-tape-pulling-d20009netp/092644700903.html
'092644851643,9.99,25KLEINUSA,https://www.acmetools.com/klein-tools-tvedestrand-bib-small-662/092644851643.html
'092644853340,23.99,25KLEINUSA,https://www.acmetools.com/klein-tools-screwdriver-insulated-2-phillips-7inch-l-6037ins/092644853340.html
'092644721069,54.99,25KLEINUSA,https://www.acmetools.com/klein-tools-9-journeyman-fish-tape-pulling-pliers-j20009netp/092644721069.html
'092644520440,7.75,25KLEINUSA,https://www.acmetools.com/klein-tools-snap-on-gaff-guard-1972g/092644520440.html
'092644720246,39.97,25KLEINUSA,https://www.acmetools.com/klein-tools-8in-insulated-diagonal-pliers-2288rins/092644720246.html
'092644680717,48.99,25KLEINUSA,https://www.acmetools.com/klein-tools-spud-wrench-w-hole-1-1-4in-ush-3212tt/092644680717.html
'092644851926,7.99,25KLEINUSA,https://www.acmetools.com/klein-tools-t20-torx-screwdriver-round-shank-19543/092644851926.html
'092644328213,14.99,25KLEINUSA,https://www.acmetools.com/klein-tools-insulated-screwdriver-2-phillips-6inch-6936ins/092644328213.html
'092644327582,18.99,25KLEINUSA,https://www.acmetools.com/klein-tools-7-16in-power-nut-driver-5in-length-pnd7165/092644327582.html
'092644328206,14.99,25KLEINUSA,https://www.acmetools.com/klein-tools-insulated-screwdriver-1-4inch-cab-6inch-6926ins/092644328206.html
'092644680243,38.99,25KLEINUSA,https://www.acmetools.com/klein-tools-erection-wrench-15-16in-utility-nu-3231/092644680243.html
'092644853302,23.99,25KLEINUSA,https://www.acmetools.com/klein-tools-screwdriver-insulated-1-4inch-cab-7inch-6057ins/092644853302.html
'092644680076,38.99,25KLEINUSA,https://www.acmetools.com/klein-tools-spud-wrench-1-1-16in-heavy-nut-3211/092644680076.html
'092644701009,44.99,25KLEINUSA,https://www.acmetools.com/klein-tools-linemans-pliersthread-holding-d20009neth/092644701009.html
'092644853319,22.99,25KLEINUSA,https://www.acmetools.com/klein-tools-screwdriver-insulated-5-16inch-cab-7inch-6027ins/092644853319.html
'092644651441,18.99,25KLEINUSA,https://www.acmetools.com/klein-tools-magnetic-nut-driver-3in-shank-2-pc-630m/092644651441.html
'092644761690,18.99,25KLEINUSA,https://www.acmetools.com/klein-tools-bent-trimmer-large-ring-blue-6in-206lr/092644761690.html
'092644328138,13.97,25KLEINUSA,https://www.acmetools.com/klein-tools-slim-tip-insulated-screwdriver-2-6934ins/092644328138.html
'092644680199,62.49,25KLEINUSA,https://www.acmetools.com/klein-tools-spud-wrench-1-1-2in-us-reg-nut-3224/092644680199.html
'092644329227,9.97,25KLEINUSA,https://www.acmetools.com/klein-tools-4-in-insulated-driver-2-sq-tip-6844ins/092644329227.html
'092644680182,55.99,25KLEINUSA,https://www.acmetools.com/klein-tools-spud-wrench-1-5-16in-us-reg-nut-3223/092644680182.html
'092644652295,19.99,25KLEINUSA,https://www.acmetools.com/klein-tools-insulated-3-8in-6in-nut-driver-646-3-8-ins/092644652295.html
'092644328244,14.99,25KLEINUSA,https://www.acmetools.com/klein-tools-insulated-screwdriver-1-sq-6inch-6986ins/092644328244.html
'092644329166,11.97,25KLEINUSA,https://www.acmetools.com/klein-tools-6inch-insulated-screwdriver-1-phillips-6856ins/092644329166.html
'092644328237,13.99,25KLEINUSA,https://www.acmetools.com/klein-tools-insulated-screwdriver-1-sq-4inch-6984ins/092644328237.html
'092644327278,12.49,25KLEINUSA,https://www.acmetools.com/klein-tools-3-ph-power-drivers-3-1-2in-pk-5-ph3-35-5/092644327278.html
'092644329210,11.97,25KLEINUSA,https://www.acmetools.com/klein-tools-6inch-insulated-screwdriver-2-square-6846ins/092644329210.html
'092644326875,6.99,25KLEINUSA,https://www.acmetools.com/klein-tools-5-mm-metric-nut-driver-3in-shaft-70205/092644326875.html
'092644680168,38.99,25KLEINUSA,https://www.acmetools.com/klein-tools-5-8in-erection-wrench-us-reg-nut-3221/092644680168.html
'092644663116,7.49,25KLEINUSA,https://www.acmetools.com/klein-tools-4-1-2-by-5-16in-center-punch-66311/092644663116.html
'092644330803,0.69,25KLEINUSA,https://www.acmetools.com/klein-tools-long-arm-hex-key-2-mm-llm2/092644330803.html
'092644630354,79.98,25KLEINUSA,https://www.acmetools.com/klein-tools-utility-cable-cutter-63035/092644630354.html
'092644700460,39.97,25KLEINUSA,https://www.acmetools.com/klein-tools-cutting-pliers-connector-crimp-9in-d2139necr/092644700460.html
'092644682223,142.99,25KLEINUSA,https://www.acmetools.com/klein-tools-7-piece-ratcheting-box-wrench-set-68222/092644682223.html
'092644682452,90.99,25KLEINUSA,https://www.acmetools.com/klein-tools-reverse-ratchet-box-wrench-set-5-pc-68245/092644682452.html
'092644326318,11.99,25KLEINUSA,https://www.acmetools.com/klein-tools-5-16in-magnetic-nut-driver-standard-s106m/092644326318.html
'092644665066,59.99,25KLEINUSA,https://www.acmetools.com/klein-tools-36in-914-mm-round-bar-3246/092644665066.html
'092644721083,39.99,25KLEINUSA,https://www.acmetools.com/klein-tools-diagonal-cutting-pliers-heavy-duty-j200028/092644721083.html
'092644621376,152.2,25KLEINUSA,https://www.acmetools.com/klein-tools-lineman-backpack-orange-5185ora/092644621376.html
'092644470714,213.69,25KLEINUSA,https://www.acmetools.com/klein-tools-parallel-jaw-grip-4500-series-kt45005c/092644470714.html
'092644481901,49.99,25KLEINUSA,https://www.acmetools.com/klein-tools-tie-wire-reel-27400/092644481901.html
'092644621352,120.4,25KLEINUSA,https://www.acmetools.com/klein-tools-vinyl-equipment-bag-orange-5181ora/092644621352.html
'092644441226,23.77,25KLEINUSA,https://www.acmetools.com/klein-tools-skinning-knife-hook-blade-notch-15703lr/092644441226.html
'092644856648,34.99,25KLEINUSA,https://www.acmetools.com/klein-tools-square-recess-screwdriver-set-4-pc-85664/092644856648.html
'092644850134,18.99,25KLEINUSA,https://www.acmetools.com/klein-tools-4in-insulated-cabinet-tip-scrwdrver-6014ins/092644850134.html
'092644570605,1599.99,25KLEINUSA,https://www.acmetools.com/klein-tools-electricians-torque-kit-25-pc-57060/092644570605.html
'092644652318,22.99,25KLEINUSA,https://www.acmetools.com/klein-tools-insulated-1-2in-6in-nut-driver-646-1-2-ins/092644652318.html
'092644703102,39.99,25KLEINUSA,https://www.acmetools.com/klein-tools-rebar-work-pliers-with-plain-handle-213-9st/092644703102.html
'092644710490,49.99,25KLEINUSA,https://www.acmetools.com/klein-tools-long-nose-pliers-slim-side-cut-7in-2037eins/092644710490.html
'092644701627,44.97,25KLEINUSA,https://www.acmetools.com/klein-tools-9in-insulated-side-cutter-pliers-2139nerins/092644701627.html
'092644327414,12.49,25KLEINUSA,https://www.acmetools.com/klein-tools-1-4in-sl-power-drivers-3-1-2in-pk-5-sl14-35-5/092644327414.html
'092644335280,269.99,25KLEINUSA,https://www.acmetools.com/klein-tools-9-piece-insulated-screwdriver-kit-33528/092644335280.html
'092644330834,0.99,25KLEINUSA,https://www.acmetools.com/klein-tools-long-arm-hex-key-4-mm-llm4/092644330834.html
'092644321061,9.97,25KLEINUSA,https://www.acmetools.com/klein-tools-3-16inch-screw-holding-screwdriver-3inch-k23/092644321061.html
'092644651380,9.99,25KLEINUSA,https://www.acmetools.com/klein-tools-5-16in-nut-driver-hollow-shaft-630516m/092644651380.html
'092644682421,25.99,25KLEINUSA,https://www.acmetools.com/klein-tools-reversible-offset-box-wrench-68242/092644682421.html
'092644561153,149.99,25KLEINUSA,https://www.acmetools.com/klein-tools-fiberglass-fish-tape-repair-kit-56115/092644561153.html
'092644721076,35.99,25KLEINUSA,https://www.acmetools.com/klein-tools-journeyman-diagonal-cutting-pliers-j2288/092644721076.html
'092644680106,52.6,25KLEINUSA,https://www.acmetools.com/klein-tools-spud-wrench-1-5-8in-heavy-nut-3214/092644680106.html
'092644742057,65.99,25KLEINUSA,https://www.acmetools.com/klein-tools-insulated-crimping-cutting-tool-1005ins/092644742057.html
'092644720505,31.99,25KLEINUSA,https://www.acmetools.com/klein-tools-diagonal-cutting-pliers-semi-flush-d2388/092644720505.html
'092644682216,90.99,25KLEINUSA,https://www.acmetools.com/klein-tools-5-piece-ratcheting-box-wrench-set-68221/092644682216.html
'092644632297,39.99,25KLEINUSA,https://www.acmetools.com/klein-tools-9-in-insulated-high-leverage-cable-cutter-63225rins/092644632297.html
'092644700507,40.99,25KLEINUSA,https://www.acmetools.com/klein-tools-linemans-pliers-bolt-thread-hold-9in-d213-9neth/092644700507.html
'092644557842,39.99,25KLEINUSA,https://www.acmetools.com/klein-tools-adjustable-connecting-bar-holder-5859slvr/092644557842.html
'092644850752,44.99,25KLEINUSA,https://www.acmetools.com/klein-tools-cushion-grip-screwdriver-set-5-pc-85075/092644850752.html
'092644630453,183.82,25KLEINUSA,https://www.acmetools.com/klein-tools-32in-standard-cable-cutter-63045/092644630453.html
'092644651410,22.99,25KLEINUSA,https://www.acmetools.com/klein-tools-1-4in-magnetic-nut-driver-18in-shaft-61814m/092644651410.html
'092644328152,14.99,25KLEINUSA,https://www.acmetools.com/klein-tools-slim-tip-insulated-screwdriver-2-6946ins/092644328152.html
'092644761201,22.6,25KLEINUSA,https://www.acmetools.com/klein-tools-bent-trimmer-knife-edge-8in-208k/092644761201.html
'092644850776,64.99,25KLEINUSA,https://www.acmetools.com/klein-tools-7-piece-multi-application-screwdriver-set-85077/092644850776.html
'092644680694,59.99,25KLEINUSA,https://www.acmetools.com/klein-tools-spud-wrench-with-hole-1-7-16in-ush-3213tt/092644680694.html
'092644700835,49.99,25KLEINUSA,https://www.acmetools.com/klein-tools-9-crimping-pliers-side-cutting-d20009necr/092644700835.html
'092644327599,26.99,25KLEINUSA,https://www.acmetools.com/klein-tools-power-nut-driver-set-pk-3-32759/092644327599.html
'092644630132,64.99,25KLEINUSA,https://www.acmetools.com/klein-tools-electricians-cable-cutter-insulated-63050eins/092644630132.html
'092644481956,15.99,25KLEINUSA,https://www.acmetools.com/klein-tools-tie-wire-reel-pad-27450/092644481956.html
'092644850530,10.99,25KLEINUSA,https://www.acmetools.com/klein-tools-2-wire-bending-ph-screwdriver-6034b/092644850530.html
'092644329135,9.97,25KLEINUSA,https://www.acmetools.com/klein-tools-4-in-insul-driver-1-4-in-cab-tip-6824ins/092644329135.html
'092644651373,9.99,25KLEINUSA,https://www.acmetools.com/klein-tools-1-4in-magnetic-nut-driver-3in-shaft-63014m/092644651373.html
'092644851704,9.99,25KLEINUSA,https://www.acmetools.com/klein-tools-2-sq-recess-screwdriver-8inch-shank-666/092644851704.html
'092644652110,11.99,25KLEINUSA,https://www.acmetools.com/klein-tools-3-8in-magnetic-nut-driver-64638m/092644652110.html
'092644328145,14.99,25KLEINUSA,https://www.acmetools.com/klein-tools-slim-tip-insulated-screwdriver-3-16-6916ins/092644328145.html
'092644700385,37.99,25KLEINUSA,https://www.acmetools.com/klein-tools-high-lev-pliers-side-cut-sq-9in-d2139/092644700385.html
'092644701948,74.99,25KLEINUSA,https://www.acmetools.com/klein-tools-pliers-insulated-hd-side-cutting-20009neeins/092644701948.html
'092644516115,9.97,25KLEINUSA,https://www.acmetools.com/klein-tools-1-2-inch-angle-setter-51611/092644516115.html
'092644474989,40.07,25KLEINUSA,https://www.acmetools.com/klein-tools-eye-pulling-grip-05in-to-061in-dia-kpj50/092644474989.html
'609113208084,27.29,25KLEINUSA,https://www.acmetools.com/klein-tools-heritage-8in-bent-trimmer-with-large-ring-blue-coating-208lrblup/609113208084.html
'092644329203,11.97,25KLEINUSA,https://www.acmetools.com/klein-tools-6inch-insulated-driver-5-16inch-cab-6866ins/092644329203.html
'092644700569,39.97,25KLEINUSA,https://www.acmetools.com/klein-tools-9in-pliers-side-cut-tape-pull-d2139netp/092644700569.html
